Time,2022-04-18T00:00:00.000Z,2022-04-19T00:00:00.000Z,2022-04-20T00:00:00.000Z,2022-04-21T00:00:00.000Z,2022-04-22T00:00:00.000Z,2022-04-23T00:00:00.000Z,2022-04-24T00:00:00.000Z,2022-04-25T00:00:00.000Z,2022-04-26T00:00:00.000Z,2022-04-27T00:00:00.000Z,2022-04-28T00:00:00.000Z,2022-04-29T00:00:00.000Z,2022-04-30T00:00:00.000Z,2022-05-01T00:00:00.000Z,2022-05-02T00:00:00.000Z,2022-05-03T00:00:00.000Z,2022-05-04T00:00:00.000Z,2022-05-05T00:00:00.000Z,2022-05-06T00:00:00.000Z,2022-05-07T00:00:00.000Z,2022-05-08T00:00:00.000Z,2022-05-09T00:00:00.000Z,2022-05-10T00:00:00.000Z,2022-05-11T00:00:00.000Z,2022-05-12T00:00:00.000Z,2022-05-13T00:00:00.000Z,2022-05-14T00:00:00.000Z,2022-05-15T00:00:00.000Z,2022-05-16T00:00:00.000Z,2022-05-17T00:00:00.000Z,2022-05-18T00:00:00.000Z,2022-05-19T00:00:00.000Z,2022-05-20T00:00:00.000Z,2022-05-21T00:00:00.000Z,2022-05-22T00:00:00.000Z,2022-05-23T00:00:00.000Z,2022-05-24T00:00:00.000Z,2022-05-25T00:00:00.000Z,2022-05-26T00:00:00.000Z,2022-05-27T00:00:00.000Z,2022-05-28T00:00:00.000Z,2022-05-29T00:00:00.000Z,2022-05-30T00:00:00.000Z,2022-05-31T00:00:00.000Z,2022-06-01T00:00:00.000Z,2022-06-02T00:00:00.000Z,2022-06-03T00:00:00.000Z,2022-06-04T00:00:00.000Z,2022-06-05T00:00:00.000Z,2022-06-06T00:00:00.000Z,2022-06-07T00:00:00.000Z,2022-06-08T00:00:00.000Z,2022-06-09T00:00:00.000Z,2022-06-10T00:00:00.000Z,2022-06-11T00:00:00.000Z,2022-06-12T00:00:00.000Z,2022-06-13T00:00:00.000Z,2022-06-14T00:00:00.000Z,2022-06-15T00:00:00.000Z,2022-06-16T00:00:00.000Z,2022-06-17T00:00:00.000Z,2022-06-18T00:00:00.000Z,2022-06-19T00:00:00.000Z,2022-06-20T00:00:00.000Z,2022-06-21T00:00:00.000Z,2022-06-22T00:00:00.000Z,2022-06-23T00:00:00.000Z,2022-06-24T00:00:00.000Z,2022-06-25T00:00:00.000Z,2022-06-26T00:00:00.000Z,2022-06-27T00:00:00.000Z,2022-06-28T00:00:00.000Z,2022-06-29T00:00:00.000Z,2022-06-30T00:00:00.000Z,2022-07-01T00:00:00.000Z,2022-07-02T00:00:00.000Z,2022-07-03T00:00:00.000Z,2022-07-04T00:00:00.000Z,2022-07-05T00:00:00.000Z,2022-07-06T00:00:00.000Z,2022-07-07T00:00:00.000Z,2022-07-08T00:00:00.000Z,2022-07-09T00:00:00.000Z,2022-07-10T00:00:00.000Z,2022-07-11T00:00:00.000Z,2022-07-12T00:00:00.000Z,2022-07-13T00:00:00.000Z,2022-07-14T00:00:00.000Z
Price,2.8632724806438006,2.91371311151395,2.950121664049719,2.9566182818685913,2.9907992887397827,2.8377309832129183,2.766147824459218,2.733295697085612,2.7417895284244707,2.591808510950306,2.5747083448310035,2.5052696884939816,2.3472480766119457,2.252916608479706,2.2523274668034134,2.244445034915541,2.358531309736907,2.3816506682848764,2.1697544399996613,2.146796233498675,2.0708243793993715,1.9927851309891422,1.9738990505681495,1.83165667524151,1.4154598415568775,1.5022192131327448,1.4197447657855418,1.4862276630447286,1.4973861967843602,1.4833573311935504,1.4893934036638323,1.352114455452595,1.3642916060388106,1.3290128232171117,1.3749696562616183,1.412801633757545,1.3420557168118508,1.3615525878300874,1.3324377172281066,1.2273673930647555,1.1966769946678004,1.212160952035303,1.3304061177140813,1.3770610640985752,1.3507446462639385,1.2541546211861203,1.2541046104680242,1.2129806619754668,1.2254810916567487,1.3221364459021256,1.2805666622130585,1.278271698582774,1.312292740936728,1.3334871439354121,1.2259724584752894,1.1051014628999392,1.0132701681077627,0.9081211752131411,0.8775681222546973,0.8931661687472157,0.8213286452210473,0.8213055427892164,0.7802693863195244,0.8311459736307244,0.9221921801241523,0.9427576765909825,1.1566922050842718,1.2592192730595426,1.2631171121531448,1.2681081440017732,1.2122961637127931,1.1561358663040007,1.0943372508187736,1.0059768882357674,1.0078084732808656,1.0008359624402954,1.0108365817620963,1.0046659811811451,1.088423104786651,1.076465031158772,1.162854537938509,1.2499295860569446,1.2424399301238673,1.1996548554624251,1.2194559689234818,1.2088693973257723,1.3082428465345035,1.4369398242294344
APY,0.5122699723810236,0.451466245180542,0.33436071439439385,0.2759447606333034,0.25160670263123985,0.18981221374618684,0.1888031882481649,0.16651683296319142,0.1827493338881998,0.19736076703933825,0.2205505403086323,0.2610795054080177,0.25632659029551674,0.29198268896068025,0.2681447785395652,0.22956259645567179,0.22496404451165897,0.2239897219204463,0.2213014354507341,0.2719813532593609,0.19943313945957897,0.3363741846766861,0.2605893468935896,0.1664954748952805,0.2231036021163897,0.3412481563012977,0.3216483138500861,0.20558456677278358,0.19713755868835192,0.3646400993486556,0.1986983642115745,0.20529952014717723,0.20699368196934076,0.16229564383190342,0.15474828948939212,0.15643390567039672,0.155405421822574,0.16196837796694807,0.1464209948467483,0.1911745640595981,0.1569140381492744,0.16793809295215634,0.17032500301313558,0.1656478208762029,0.16428721746118669,0.17132198240579166,0.16952117023705426,0.16324302465105944,0.1635906040568882,0.15413050733621447,0.15392900978360347,0.17075258675949212,0.1663565791308812,0.1579371346343572,0.16591636254992936,0.15886934163084332,0.1615805441156224,0.20979755683785206,0.21249228040361268,0.3183583374824006,0.2818216589656686,0.22292050965971533,0.20326661309187966,0.1827131355410725,0.4221610690685571,0.15288373106140618,0.13596247632810532,0.12265168798530901,0.13157483440714546,0.13501801042642914,0.12427209749651191,0.14898485161860187,0.13366870169984746,0.13760070106536482,0.12554355619148505,0.10858621268005675,0.10182540871301793,0.10146034184922192,0.09239815091074255,0.09140950996255515,0.09654952533345829,0.10453614852559556,0.10435302814574032,0.09973665002536447,0.09106493360607648,0.08896648576199118,0.10677214372874055,0.1032530966451004
